"Sample Date","Sample Time","Sensor Name","Sample Value"
"9/25/2012","9:22:20 AM","ISO AIR RH 2",23.956
"9/25/2012","9:22:20 AM","ISO AIR Temp 2",23.982
"9/25/2012","9:22:20 AM","ISOAIR + 2",18.000
"9/25/2012","9:22:56 AM","ISO AIR Temp 1",21.974
"9/25/2012","9:22:56 AM","ISO AIR RH 1",27.175
"9/25/2012","9:23:20 AM","ISO AIR RH 2",24.006
"9/25/2012","9:23:20 AM","ISO AIR Temp 2",23.937
"9/25/2012","9:23:20 AM","ISOAIR + 2",33.000
"9/25/2012","9:23:56 AM","ISO AIR Temp 1",21.929
"9/25/2012","9:23:56 AM","ISO AIR RH 1",27.362
"9/25/2012","9:24:20 AM","ISO AIR RH 2",24.188
"9/25/2012","9:24:20 AM","ISO AIR Temp 2",23.864
"9/25/2012","9:24:20 AM","ISOAIR + 2",9.000
"9/25/2012","9:24:56 AM","ISO AIR Temp 1",22.011
"9/25/2012","9:24:56 AM","ISO AIR RH 1",27.344
"9/25/2012","9:25:20 AM","ISO AIR RH 2",24.069
"9/25/2012","9:25:20 AM","ISO AIR Temp 2",23.982
"9/25/2012","9:25:20 AM","ISOAIR + 2",16.000
"9/25/2012","9:25:56 AM","ISO AIR Temp 1",22.022
"9/25/2012","9:25:56 AM","ISO AIR RH 1",27.475
"9/25/2012","9:26:20 AM","ISO AIR RH 2",24.206
"9/25/2012","9:26:20 AM","ISO AIR Temp 2",23.985
"9/25/2012","9:26:20 AM","ISOAIR + 2",12.000
"9/25/2012","9:26:56 AM","ISO AIR Temp 1",22.011
"9/25/2012","9:26:56 AM","ISO AIR RH 1",27.462
"9/25/2012","9:27:20 AM","ISO AIR RH 2",24.038
"9/25/2012","9:27:20 AM","ISO AIR Temp 2",23.940
"9/25/2012","9:27:20 AM","ISOAIR + 2",10.000
"9/25/2012","9:27:56 AM","ISO AIR Temp 1",22.041
"9/25/2012","9:27:56 AM","ISO AIR RH 1",27.581
"9/25/2012","9:28:20 AM","ISO AIR RH 2",24.150
"9/25/2012","9:28:20 AM","ISO AIR Temp 2",23.978
"9/25/2012","9:28:20 AM","ISOAIR + 2",10.000
"9/25/2012","9:28:56 AM","ISO AIR Temp 1",22.011
"9/25/2012","9:28:56 AM","ISO AIR RH 1",27.525
"9/25/2012","9:29:20 AM","ISO AIR RH 2",24.069
"9/25/2012","9:29:20 AM","ISO AIR Temp 2",24.006
"9/25/2012","9:29:20 AM","ISOAIR + 2",19.000
"9/25/2012","9:29:56 AM","ISO AIR Temp 1",21.925
"9/25/2012","9:29:56 AM","ISO AIR RH 1",27.694
"9/25/2012","9:30:20 AM","ISO AIR RH 2",24.013
"9/25/2012","9:30:20 AM","ISO AIR Temp 2",24.062
"9/25/2012","9:30:20 AM","ISOAIR + 2",10.000
"9/25/2012","9:30:56 AM","ISO AIR Temp 1",21.959
"9/25/2012","9:30:56 AM","ISO AIR RH 1",27.606
"9/25/2012","9:31:20 AM","ISO AIR RH 2",24.019
"9/25/2012","9:31:20 AM","ISO AIR Temp 2",24.065
"9/25/2012","9:31:20 AM","ISOAIR + 2",7.000
"9/25/2012","9:31:56 AM","ISO AIR Temp 1",21.959
"9/25/2012","9:31:56 AM","ISO AIR RH 1",27.587
"9/25/2012","9:32:20 AM","ISO AIR RH 2",24.306
"9/25/2012","9:32:20 AM","ISO AIR Temp 2",24.034
"9/25/2012","9:32:20 AM","ISOAIR + 2",12.000
"9/25/2012","9:32:56 AM","ISO AIR Temp 1",22.004
"9/25/2012","9:32:56 AM","ISO AIR RH 1",27.750
"9/25/2012","9:33:20 AM","ISO AIR RH 2",24.269
"9/25/2012","9:33:20 AM","ISO AIR Temp 2",23.965
"9/25/2012","9:33:20 AM","ISOAIR + 2",11.000
"9/25/2012","9:33:56 AM","ISO AIR Temp 1",21.962
"9/25/2012","9:33:56 AM","ISO AIR RH 1",27.663
"9/25/2012","9:34:20 AM","ISO AIR RH 2",24.281
"9/25/2012","9:34:20 AM","ISO AIR Temp 2",23.951
"9/25/2012","9:34:20 AM","ISOAIR + 2",11.000
"9/25/2012","9:34:56 AM","ISO AIR Temp 1",22.056
"9/25/2012","9:34:56 AM","ISO AIR RH 1",27.644
"9/25/2012","9:35:20 AM","ISO AIR RH 2",24.275
"9/25/2012","9:35:20 AM","ISO AIR Temp 2",23.857
"9/25/2012","9:35:20 AM","ISOAIR + 2",17.000
"9/25/2012","9:35:56 AM","ISO AIR Temp 1",22.105
"9/25/2012","9:35:56 AM","ISO AIR RH 1",27.594
"9/25/2012","9:36:20 AM","ISO AIR RH 2",24.150
"9/25/2012","9:36:20 AM","ISO AIR Temp 2",23.912
"9/25/2012","9:36:20 AM","ISOAIR + 2",17.000
"9/25/2012","9:36:56 AM","ISO AIR Temp 1",22.045
"9/25/2012","9:36:56 AM","ISO AIR RH 1",27.619
"9/25/2012","9:37:20 AM","ISO AIR RH 2",24.212
"9/25/2012","9:37:20 AM","ISO AIR Temp 2",23.881
"9/25/2012","9:37:20 AM","ISOAIR + 2",12.000
"9/25/2012","9:37:56 AM","ISO AIR Temp 1",22.011
"9/25/2012","9:37:56 AM","ISO AIR RH 1",27.544
"9/25/2012","9:38:20 AM","ISO AIR RH 2",24.225
"9/25/2012","9:38:20 AM","ISO AIR Temp 2",23.940
"9/25/2012","9:38:20 AM","ISOAIR + 2",11.000
"9/25/2012","9:38:56 AM","ISO AIR Temp 1",22.026
"9/25/2012","9:38:56 AM","ISO AIR RH 1",27.556
"9/25/2012","9:39:20 AM","ISO AIR RH 2",24.406
"9/25/2012","9:39:20 AM","ISO AIR Temp 2",23.923
"9/25/2012","9:39:20 AM","ISOAIR + 2",22.000
"9/25/2012","9:39:56 AM","ISO AIR Temp 1",22.079
"9/25/2012","9:39:56 AM","ISO AIR RH 1",27.694
"9/25/2012","9:40:20 AM","ISO AIR RH 2",24.513
"9/25/2012","9:40:20 AM","ISO AIR Temp 2",23.767
"9/25/2012","9:40:20 AM","ISOAIR + 2",20.000
"9/25/2012","9:40:56 AM","ISO AIR Temp 1",21.940
"9/25/2012","9:40:56 AM","ISO AIR RH 1",27.631
"9/25/2012","9:41:20 AM","ISO AIR RH 2",24.544
"9/25/2012","9:41:20 AM","ISO AIR Temp 2",23.767
"9/25/2012","9:41:20 AM","ISOAIR + 2",11.000
"9/25/2012","9:41:56 AM","ISO AIR Temp 1",21.981
"9/25/2012","9:41:56 AM","ISO AIR RH 1",27.694
"9/25/2012","9:42:20 AM","ISO AIR RH 2",24.663
"9/25/2012","9:42:20 AM","ISO AIR Temp 2",23.770
"9/25/2012","9:42:20 AM","ISOAIR + 2",11.000
"9/25/2012","9:42:56 AM","ISO AIR Temp 1",21.936
"9/25/2012","9:42:56 AM","ISO AIR RH 1",27.862
"9/25/2012","9:43:20 AM","ISO AIR RH 2",24.581
"9/25/2012","9:43:20 AM","ISO AIR Temp 2",23.701
"9/25/2012","9:43:20 AM","ISOAIR + 2",17.000
"9/25/2012","9:43:56 AM","ISO AIR Temp 1",21.962
"9/25/2012","9:43:56 AM","ISO AIR RH 1",27.744
"9/25/2012","9:44:20 AM","ISO AIR RH 2",24.688
"9/25/2012","9:44:20 AM","ISO AIR Temp 2",23.642
"9/25/2012","9:44:20 AM","ISOAIR + 2",14.000
"9/25/2012","9:44:56 AM","ISO AIR Temp 1",22.000
"9/25/2012","9:44:56 AM","ISO AIR RH 1",27.869
"9/25/2012","9:45:20 AM","ISO AIR RH 2",24.875
"9/25/2012","9:45:20 AM","ISO AIR Temp 2",23.496
"9/25/2012","9:45:20 AM","ISOAIR + 2",13.000
"9/25/2012","9:45:56 AM","ISO AIR Temp 1",21.996
"9/25/2012","9:45:56 AM","ISO AIR RH 1",27.844
"9/25/2012","9:46:20 AM","ISO AIR RH 2",24.900
"9/25/2012","9:46:20 AM","ISO AIR Temp 2",23.458
"9/25/2012","9:46:20 AM","ISOAIR + 2",19.000
"9/25/2012","9:46:56 AM","ISO AIR Temp 1",21.962
"9/25/2012","9:46:56 AM","ISO AIR RH 1",27.900
"9/25/2012","9:47:20 AM","ISO AIR RH 2",25.069
"9/25/2012","9:47:20 AM","ISO AIR Temp 2",23.513
"9/25/2012","9:47:20 AM","ISOAIR + 2",12.000
"9/25/2012","9:47:56 AM","ISO AIR Temp 1",22.067
"9/25/2012","9:47:56 AM","ISO AIR RH 1",28.125
"9/25/2012","9:48:20 AM","ISO AIR RH 2",24.763
"9/25/2012","9:48:20 AM","ISO AIR Temp 2",23.635
"9/25/2012","9:48:20 AM","ISOAIR + 2",13.000
"9/25/2012","9:48:56 AM","ISO AIR Temp 1",22.011
"9/25/2012","9:48:56 AM","ISO AIR RH 1",27.938
"9/25/2012","9:49:20 AM","ISO AIR RH 2",24.731
"9/25/2012","9:49:20 AM","ISO AIR Temp 2",23.489
"9/25/2012","9:49:20 AM","ISOAIR + 2",4.000
"9/25/2012","9:49:56 AM","ISO AIR Temp 1",21.944
"9/25/2012","9:49:56 AM","ISO AIR RH 1",27.944
"9/25/2012","9:50:20 AM","ISO AIR RH 2",25.100
"9/25/2012","9:50:20 AM","ISO AIR Temp 2",23.677
"9/25/2012","9:50:20 AM","ISOAIR + 2",6.000
"9/25/2012","9:50:56 AM","ISO AIR Temp 1",22.007
"9/25/2012","9:50:56 AM","ISO AIR RH 1",27.881
"9/25/2012","9:51:20 AM","ISO AIR RH 2",24.931
"9/25/2012","9:51:20 AM","ISO AIR Temp 2",23.572
"9/25/2012","9:51:20 AM","ISOAIR + 2",8.000
"9/25/2012","9:51:56 AM","ISO AIR Temp 1",21.966
"9/25/2012","9:51:56 AM","ISO AIR RH 1",27.856
"9/25/2012","9:52:20 AM","ISO AIR RH 2",24.894
"9/25/2012","9:52:20 AM","ISO AIR Temp 2",23.760
"9/25/2012","9:52:20 AM","ISOAIR + 2",16.000
"9/25/2012","9:52:56 AM","ISO AIR Temp 1",22.060
"9/25/2012","9:52:56 AM","ISO AIR RH 1",27.881
"9/25/2012","9:53:20 AM","ISO AIR RH 2",24.763
"9/25/2012","9:53:20 AM","ISO AIR Temp 2",23.722
"9/25/2012","9:53:20 AM","ISOAIR + 2",20.000
"9/25/2012","9:53:56 AM","ISO AIR Temp 1",22.086
"9/25/2012","9:53:56 AM","ISO AIR RH 1",27.881
"9/25/2012","9:54:20 AM","ISO AIR RH 2",24.831
"9/25/2012","9:54:20 AM","ISO AIR Temp 2",23.694
"9/25/2012","9:54:20 AM","ISOAIR + 2",11.000
"9/25/2012","9:54:56 AM","ISO AIR Temp 1",22.015
"9/25/2012","9:54:56 AM","ISO AIR RH 1",27.750
"9/25/2012","9:55:20 AM","ISO AIR RH 2",24.969
"9/25/2012","9:55:20 AM","ISO AIR Temp 2",23.656
"9/25/2012","9:55:20 AM","ISOAIR + 2",8.000
"9/25/2012","9:55:56 AM","ISO AIR Temp 1",22.030
"9/25/2012","9:55:56 AM","ISO AIR RH 1",27.919
"9/25/2012","9:56:20 AM","ISO AIR RH 2",24.688
"9/25/2012","9:56:20 AM","ISO AIR Temp 2",23.677
"9/25/2012","9:56:20 AM","ISOAIR + 2",8.000
"9/25/2012","9:56:56 AM","ISO AIR Temp 1",22.049
"9/25/2012","9:56:56 AM","ISO AIR RH 1",27.856
"9/25/2012","9:57:20 AM","ISO AIR RH 2",24.975
"9/25/2012","9:57:20 AM","ISO AIR Temp 2",23.604
"9/25/2012","9:57:20 AM","ISOAIR + 2",7.000
"9/25/2012","9:57:56 AM","ISO AIR Temp 1",22.045
"9/25/2012","9:57:56 AM","ISO AIR RH 1",27.900
"9/25/2012","9:58:20 AM","ISO AIR RH 2",24.931
"9/25/2012","9:58:20 AM","ISO AIR Temp 2",23.590
"9/25/2012","9:58:20 AM","ISOAIR + 2",18.000
"9/25/2012","9:58:56 AM","ISO AIR Temp 1",22.000
"9/25/2012","9:58:56 AM","ISO AIR RH 1",28.094
"9/25/2012","9:59:20 AM","ISO AIR RH 2",25.000
"9/25/2012","9:59:20 AM","ISO AIR Temp 2",23.715
"9/25/2012","9:59:20 AM","ISOAIR + 2",176.000
"9/25/2012","9:59:56 AM","ISO AIR Temp 1",21.925
"9/25/2012","9:59:56 AM","ISO AIR RH 1",27.987
"9/25/2012","10:00:20 AM","ISO AIR RH 2",24.806
"9/25/2012","10:00:20 AM","ISO AIR Temp 2",23.739
"9/25/2012","10:00:20 AM","ISOAIR + 2",119.000
"9/25/2012","10:00:56 AM","ISO AIR Temp 1",21.974
"9/25/2012","10:00:56 AM","ISO AIR RH 1",28.112
"9/25/2012","10:01:20 AM","ISO AIR RH 2",24.656
"9/25/2012","10:01:20 AM","ISO AIR Temp 2",23.937
"9/25/2012","10:01:20 AM","ISOAIR + 2",33.000
"9/25/2012","10:01:56 AM","ISO AIR Temp 1",22.007
"9/25/2012","10:01:56 AM","ISO AIR RH 1",28.056
"9/25/2012","10:02:20 AM","ISO AIR RH 2",24.706
"9/25/2012","10:02:20 AM","ISO AIR Temp 2",23.912
"9/25/2012","10:02:20 AM","ISOAIR + 2",46.000
"9/25/2012","10:02:56 AM","ISO AIR Temp 1",22.019
"9/25/2012","10:02:56 AM","ISO AIR RH 1",28.138
"9/25/2012","10:03:20 AM","ISO AIR RH 2",24.994
"9/25/2012","10:03:20 AM","ISO AIR Temp 2",23.826
"9/25/2012","10:03:20 AM","ISOAIR + 2",15.000
"9/25/2012","10:03:56 AM","ISO AIR Temp 1",22.041
"9/25/2012","10:03:56 AM","ISO AIR RH 1",28.219
"9/25/2012","10:04:20 AM","ISO AIR RH 2",24.875
"9/25/2012","10:04:20 AM","ISO AIR Temp 2",23.878
"9/25/2012","10:04:20 AM","ISOAIR + 2",10.000
"9/25/2012","10:04:56 AM","ISO AIR Temp 1",21.996
"9/25/2012","10:04:56 AM","ISO AIR RH 1",28.219
"9/25/2012","10:05:20 AM","ISO AIR RH 2",24.844
"9/25/2012","10:05:20 AM","ISO AIR Temp 2",23.892
"9/25/2012","10:05:20 AM","ISOAIR + 2",9.000
"9/25/2012","10:05:56 AM","ISO AIR Temp 1",22.075
"9/25/2012","10:05:56 AM","ISO AIR RH 1",28.231
"9/25/2012","10:06:20 AM","ISO AIR RH 2",24.869
"9/25/2012","10:06:20 AM","ISO AIR Temp 2",24.027
"9/25/2012","10:06:20 AM","ISOAIR + 2",9.000
"9/25/2012","10:06:56 AM","ISO AIR Temp 1",22.041
"9/25/2012","10:06:56 AM","ISO AIR RH 1",28.281
"9/25/2012","10:07:20 AM","ISO AIR RH 2",24.856
"9/25/2012","10:07:20 AM","ISO AIR Temp 2",24.079
"9/25/2012","10:07:20 AM","ISOAIR + 2",15.000
"9/25/2012","10:07:56 AM","ISO AIR Temp 1",22.038
"9/25/2012","10:07:56 AM","ISO AIR RH 1",28.256
"9/25/2012","10:08:20 AM","ISO AIR RH 2",24.744
"9/25/2012","10:08:20 AM","ISO AIR Temp 2",24.024
"9/25/2012","10:08:20 AM","ISOAIR + 2",14.000
"9/25/2012","10:08:56 AM","ISO AIR Temp 1",22.060
"9/25/2012","10:08:56 AM","ISO AIR RH 1",28.294
"9/25/2012","10:09:20 AM","ISO AIR RH 2",24.994
"9/25/2012","10:09:20 AM","ISO AIR Temp 2",23.840
"9/25/2012","10:09:20 AM","ISOAIR + 2",18.000
"9/25/2012","10:09:56 AM","ISO AIR Temp 1",22.090
"9/25/2012","10:09:56 AM","ISO AIR RH 1",28.356
"9/25/2012","10:10:20 AM","ISO AIR RH 2",24.956
"9/25/2012","10:10:20 AM","ISO AIR Temp 2",23.840
"9/25/2012","10:10:20 AM","ISOAIR + 2",15.000
"9/25/2012","10:10:56 AM","ISO AIR Temp 1",22.064
"9/25/2012","10:10:56 AM","ISO AIR RH 1",28.231
"9/25/2012","10:11:20 AM","ISO AIR RH 2",24.825
"9/25/2012","10:11:20 AM","ISO AIR Temp 2",23.798
"9/25/2012","10:11:20 AM","ISOAIR + 2",12.000
"9/25/2012","10:11:56 AM","ISO AIR Temp 1",22.101
"9/25/2012","10:11:56 AM","ISO AIR RH 1",28.138
"9/25/2012","10:12:20 AM","ISO AIR RH 2",24.850
"9/25/2012","10:12:20 AM","ISO AIR Temp 2",23.781
"9/25/2012","10:12:20 AM","ISOAIR + 2",16.000
"9/25/2012","10:12:56 AM","ISO AIR Temp 1",22.191
"9/25/2012","10:12:56 AM","ISO AIR RH 1",28.138
"9/25/2012","10:13:20 AM","ISO AIR RH 2",24.900
"9/25/2012","10:13:20 AM","ISO AIR Temp 2",23.722
"9/25/2012","10:13:20 AM","ISOAIR + 2",28.000
"9/25/2012","10:13:56 AM","ISO AIR Temp 1",22.191
"9/25/2012","10:13:56 AM","ISO AIR RH 1",28.063
"9/25/2012","10:14:20 AM","ISO AIR RH 2",24.663
"9/25/2012","10:14:20 AM","ISO AIR Temp 2",23.722
"9/25/2012","10:14:20 AM","ISOAIR + 2",26.000
"9/25/2012","10:14:56 AM","ISO AIR Temp 1",22.120
"9/25/2012","10:14:56 AM","ISO AIR RH 1",27.981
"9/25/2012","10:15:20 AM","ISO AIR RH 2",24.731
"9/25/2012","10:15:20 AM","ISO AIR Temp 2",23.732
"9/25/2012","10:15:20 AM","ISOAIR + 2",18.000
"9/25/2012","10:15:56 AM","ISO AIR Temp 1",22.067
"9/25/2012","10:15:56 AM","ISO AIR RH 1",27.888
"9/25/2012","10:16:20 AM","ISO AIR RH 2",24.675
"9/25/2012","10:16:20 AM","ISO AIR Temp 2",23.798
"9/25/2012","10:16:20 AM","ISOAIR + 2",15.000
"9/25/2012","10:16:56 AM","ISO AIR Temp 1",22.165
"9/25/2012","10:16:56 AM","ISO AIR RH 1",28.025
"9/25/2012","10:17:20 AM","ISO AIR RH 2",24.712
"9/25/2012","10:17:20 AM","ISO AIR Temp 2",23.753
"9/25/2012","10:17:20 AM","ISOAIR + 2",16.000
"9/25/2012","10:17:56 AM","ISO AIR Temp 1",22.169
"9/25/2012","10:17:56 AM","ISO AIR RH 1",27.819
"9/25/2012","10:18:20 AM","ISO AIR RH 2",24.700
"9/25/2012","10:18:20 AM","ISO AIR Temp 2",23.843
"9/25/2012","10:18:20 AM","ISOAIR + 2",20.000
"9/25/2012","10:18:56 AM","ISO AIR Temp 1",22.157
"9/25/2012","10:18:56 AM","ISO AIR RH 1",27.888
"9/25/2012","10:19:20 AM","ISO AIR RH 2",24.756
"9/25/2012","10:19:20 AM","ISO AIR Temp 2",23.677
"9/25/2012","10:19:20 AM","ISOAIR + 2",21.000
"9/25/2012","10:19:56 AM","ISO AIR Temp 1",22.244
"9/25/2012","10:19:56 AM","ISO AIR RH 1",27.987
"9/25/2012","10:20:20 AM","ISO AIR RH 2",24.663
"9/25/2012","10:20:20 AM","ISO AIR Temp 2",23.725
"9/25/2012","10:20:20 AM","ISOAIR + 2",25.000
"9/25/2012","10:20:56 AM","ISO AIR Temp 1",22.251
"9/25/2012","10:20:56 AM","ISO AIR RH 1",28.094
"9/25/2012","10:21:20 AM","ISO AIR RH 2",24.469
"9/25/2012","10:21:20 AM","ISO AIR Temp 2",23.826
"9/25/2012","10:21:20 AM","ISOAIR + 2",16.000
"9/25/2012","10:21:56 AM","ISO AIR Temp 1",22.195
"9/25/2012","10:21:56 AM","ISO AIR RH 1",28.000
"9/25/2012","10:22:20 AM","ISO AIR RH 2",24.506
"9/25/2012","10:22:20 AM","ISO AIR Temp 2",23.812
"9/25/2012","10:22:20 AM","ISOAIR + 2",22.000
"9/25/2012","10:22:56 AM","ISO AIR Temp 1",22.274
"9/25/2012","10:22:56 AM","ISO AIR RH 1",28.000
"9/25/2012","10:23:20 AM","ISO AIR RH 2",24.700
"9/25/2012","10:23:20 AM","ISO AIR Temp 2",23.822
"9/25/2012","10:23:20 AM","ISOAIR + 2",18.000
"9/25/2012","10:23:56 AM","ISO AIR Temp 1",22.169
"9/25/2012","10:23:56 AM","ISO AIR RH 1",27.956
"9/25/2012","10:24:20 AM","ISO AIR RH 2",24.900
"9/25/2012","10:24:20 AM","ISO AIR Temp 2",23.663
"9/25/2012","10:24:20 AM","ISOAIR + 2",25.000
"9/25/2012","10:24:56 AM","ISO AIR Temp 1",22.251
"9/25/2012","10:24:56 AM","ISO AIR RH 1",27.981
"9/25/2012","10:25:20 AM","ISO AIR RH 2",24.725
"9/25/2012","10:25:20 AM","ISO AIR Temp 2",23.756
"9/25/2012","10:25:20 AM","ISOAIR + 2",42.000
"9/25/2012","10:25:56 AM","ISO AIR Temp 1",22.371
"9/25/2012","10:25:56 AM","ISO AIR RH 1",27.962
"9/25/2012","10:26:20 AM","ISO AIR RH 2",24.425
"9/25/2012","10:26:20 AM","ISO AIR Temp 2",23.860
"9/25/2012","10:26:20 AM","ISOAIR + 2",32.000
"9/25/2012","10:26:56 AM","ISO AIR Temp 1",22.281
"9/25/2012","10:26:56 AM","ISO AIR RH 1",28.000
"9/25/2012","10:27:20 AM","ISO AIR RH 2",24.525
"9/25/2012","10:27:20 AM","ISO AIR Temp 2",23.933
"9/25/2012","10:27:20 AM","ISOAIR + 2",38.000
"9/25/2012","10:27:56 AM","ISO AIR Temp 1",22.285
"9/25/2012","10:27:56 AM","ISO AIR RH 1",27.919
"9/25/2012","10:28:20 AM","ISO AIR RH 2",24.612
"9/25/2012","10:28:20 AM","ISO AIR Temp 2",23.860
"9/25/2012","10:28:20 AM","ISOAIR + 2",35.000
"9/25/2012","10:28:56 AM","ISO AIR Temp 1",22.296
"9/25/2012","10:28:56 AM","ISO AIR RH 1",27.862
"9/25/2012","10:29:20 AM","ISO AIR RH 2",24.606
"9/25/2012","10:29:20 AM","ISO AIR Temp 2",23.885
"9/25/2012","10:29:20 AM","ISOAIR + 2",13.000
"9/25/2012","10:29:56 AM","ISO AIR Temp 1",22.375
"9/25/2012","10:29:56 AM","ISO AIR RH 1",27.900
"9/25/2012","10:30:20 AM","ISO AIR RH 2",24.669
"9/25/2012","10:30:20 AM","ISO AIR Temp 2",23.947
"9/25/2012","10:30:20 AM","ISOAIR + 2",30.000
"9/25/2012","10:30:56 AM","ISO AIR Temp 1",22.382
"9/25/2012","10:30:56 AM","ISO AIR RH 1",27.831
"9/25/2012","10:31:20 AM","ISO AIR RH 2",24.663
"9/25/2012","10:31:20 AM","ISO AIR Temp 2",23.912
"9/25/2012","10:31:20 AM","ISOAIR + 2",13.000
"9/25/2012","10:31:56 AM","ISO AIR Temp 1",22.300
"9/25/2012","10:31:56 AM","ISO AIR RH 1",27.769
"9/25/2012","10:32:20 AM","ISO AIR RH 2",24.806
"9/25/2012","10:32:20 AM","ISO AIR Temp 2",23.989
"9/25/2012","10:32:20 AM","ISOAIR + 2",30.000
"9/25/2012","10:32:56 AM","ISO AIR Temp 1",22.379
"9/25/2012","10:32:56 AM","ISO AIR RH 1",27.712
"9/25/2012","10:33:20 AM","ISO AIR RH 2",24.606
"9/25/2012","10:33:20 AM","ISO AIR Temp 2",23.906
"9/25/2012","10:33:20 AM","ISOAIR + 2",29.000
"9/25/2012","10:33:56 AM","ISO AIR Temp 1",22.300
"9/25/2012","10:33:56 AM","ISO AIR RH 1",27.644
"9/25/2012","10:34:20 AM","ISO AIR RH 2",24.763
"9/25/2012","10:34:20 AM","ISO AIR Temp 2",23.902
"9/25/2012","10:34:20 AM","ISOAIR + 2",17.000
"9/25/2012","10:34:56 AM","ISO AIR Temp 1",22.323
"9/25/2012","10:34:56 AM","ISO AIR RH 1",27.781
"9/25/2012","10:35:20 AM","ISO AIR RH 2",24.688
"9/25/2012","10:35:20 AM","ISO AIR Temp 2",23.843
"9/25/2012","10:35:20 AM","ISOAIR + 2",27.000
"9/25/2012","10:35:56 AM","ISO AIR Temp 1",22.420
"9/25/2012","10:35:56 AM","ISO AIR RH 1",27.675
"9/25/2012","10:36:20 AM","ISO AIR RH 2",24.600
"9/25/2012","10:36:20 AM","ISO AIR Temp 2",23.902
"9/25/2012","10:36:20 AM","ISOAIR + 2",17.000
"9/25/2012","10:36:56 AM","ISO AIR Temp 1",22.382
"9/25/2012","10:36:56 AM","ISO AIR RH 1",27.744
"9/25/2012","10:37:20 AM","ISO AIR RH 2",24.519
"9/25/2012","10:37:20 AM","ISO AIR Temp 2",23.906
"9/25/2012","10:37:20 AM","ISOAIR + 2",22.000
"9/25/2012","10:37:56 AM","ISO AIR Temp 1",22.364
"9/25/2012","10:37:56 AM","ISO AIR RH 1",27.706
"9/25/2012","10:38:20 AM","ISO AIR RH 2",24.706
"9/25/2012","10:38:20 AM","ISO AIR Temp 2",23.871
"9/25/2012","10:38:20 AM","ISOAIR + 2",35.000
"9/25/2012","10:38:56 AM","ISO AIR Temp 1",22.349
"9/25/2012","10:38:56 AM","ISO AIR RH 1",27.769
"9/25/2012","10:39:20 AM","ISO AIR RH 2",24.663
"9/25/2012","10:39:20 AM","ISO AIR Temp 2",23.739
"9/25/2012","10:39:20 AM","ISOAIR + 2",21.000
"9/25/2012","10:39:56 AM","ISO AIR Temp 1",22.397
"9/25/2012","10:39:56 AM","ISO AIR RH 1",27.644
"9/25/2012","10:40:20 AM","ISO AIR RH 2",24.450
"9/25/2012","10:40:20 AM","ISO AIR Temp 2",23.902
"9/25/2012","10:40:20 AM","ISOAIR + 2",28.000
"9/25/2012","10:40:56 AM","ISO AIR Temp 1",22.427
"9/25/2012","10:40:56 AM","ISO AIR RH 1",27.744
"9/25/2012","10:41:20 AM","ISO AIR RH 2",24.525
"9/25/2012","10:41:20 AM","ISO AIR Temp 2",23.919
"9/25/2012","10:41:20 AM","ISOAIR + 2",20.000
"9/25/2012","10:41:56 AM","ISO AIR Temp 1",22.405
"9/25/2012","10:41:56 AM","ISO AIR RH 1",27.775
"9/25/2012","10:42:20 AM","ISO AIR RH 2",24.638
"9/25/2012","10:42:20 AM","ISO AIR Temp 2",23.871
"9/25/2012","10:42:20 AM","ISOAIR + 2",33.000
"9/25/2012","10:42:56 AM","ISO AIR Temp 1",22.420
"9/25/2012","10:42:56 AM","ISO AIR RH 1",27.750
"9/25/2012","10:43:20 AM","ISO AIR RH 2",24.906
"9/25/2012","10:43:20 AM","ISO AIR Temp 2",23.833
"9/25/2012","10:43:20 AM","ISOAIR + 2",23.000
"9/25/2012","10:43:56 AM","ISO AIR Temp 1",22.379
"9/25/2012","10:43:56 AM","ISO AIR RH 1",27.869
"9/25/2012","10:44:20 AM","ISO AIR RH 2",24.788
"9/25/2012","10:44:20 AM","ISO AIR Temp 2",23.819
"9/25/2012","10:44:20 AM","ISOAIR + 2",27.000
"9/25/2012","10:44:56 AM","ISO AIR Temp 1",22.424
"9/25/2012","10:44:56 AM","ISO AIR RH 1",27.763
"9/25/2012","10:45:20 AM","ISO AIR RH 2",24.813
"9/25/2012","10:45:20 AM","ISO AIR Temp 2",23.770
"9/25/2012","10:45:20 AM","ISOAIR + 2",32.000
"9/25/2012","10:45:56 AM","ISO AIR Temp 1",22.401
"9/25/2012","10:45:56 AM","ISO AIR RH 1",27.850
"9/25/2012","10:46:20 AM","ISO AIR RH 2",24.594
"9/25/2012","10:46:20 AM","ISO AIR Temp 2",23.864
"9/25/2012","10:46:20 AM","ISOAIR + 2",29.000
"9/25/2012","10:46:56 AM","ISO AIR Temp 1",22.420
"9/25/2012","10:46:56 AM","ISO AIR RH 1",28.019
"9/25/2012","10:47:20 AM","ISO AIR RH 2",24.750
"9/25/2012","10:47:20 AM","ISO AIR Temp 2",23.788
"9/25/2012","10:47:20 AM","ISOAIR + 2",23.000
"9/25/2012","10:47:56 AM","ISO AIR Temp 1",22.375
"9/25/2012","10:47:56 AM","ISO AIR RH 1",28.031
"9/25/2012","10:48:20 AM","ISO AIR RH 2",24.731
"9/25/2012","10:48:20 AM","ISO AIR Temp 2",23.850
"9/25/2012","10:48:20 AM","ISOAIR + 2",28.000
